id,project_id,reference_month,generation_type,generation_value_kwh,generation_version_control_id,created_at,updated_at
4114,PRJ_008,2036-06-01,PVSyst,"36.549,40",GVC_0036,2036-06-06 10:00,2036-06-07 15:00
4115,PRJ_008,2036-07-01,PVSyst,"38.376,87",GVC_0036,2036-07-06 10:00,2036-07-07 15:00
4116,PRJ_008,2036-08-01,PVSyst,"42.488,68",GVC_0036,2036-08-06 10:00,2036-08-07 15:00
4117,PRJ_008,2036-09-01,PVSyst,"45.686,75",GVC_0036,2036-09-06 10:00,2036-09-07 15:00
4118,PRJ_008,2036-10-01,PVSyst,"49.341,69",GVC_0036,2036-10-06 10:00,2036-10-07 15:00
4119,PRJ_008,2036-11-01,PVSyst,"51.626,03",GVC_0036,2036-11-06 10:00,2036-11-07 15:00
4120,PRJ_008,2036-12-01,PVSyst,"56.194,70",GVC_0036,2036-12-06 10:00,2036-12-07 15:00
4121,PRJ_008,2037-01-01,PVSyst,"47.057,35",GVC_0036,2037-01-06 10:00,2037-01-07 15:00
4122,PRJ_008,2037-02-01,PVSyst,"44.773,02",GVC_0036,2037-02-06 10:00,2037-02-07 15:00
4123,PRJ_008,2037-03-01,PVSyst,"45.686,75",GVC_0036,2037-03-06 10:00,2037-03-07 15:00
4124,PRJ_008,2037-04-01,PVSyst,"42.031,81",GVC_0036,2037-04-06 10:00,2037-04-07 15:00
4125,PRJ_008,2037-05-01,PVSyst,"39.290,61",GVC_0036,2037-05-06 10:00,2037-05-07 15:00
4126,PRJ_008,2037-06-01,PVSyst,"36.366,65",GVC_0036,2037-06-06 10:00,2037-06-07 15:00
4127,PRJ_008,2037-07-01,PVSyst,"38.184,99",GVC_0036,2037-07-06 10:00,2037-07-07 15:00
4128,PRJ_008,2037-08-01,PVSyst,"42.276,23",GVC_0036,2037-08-06 10:00,2037-08-07 15:00
4129,PRJ_008,2037-09-01,PVSyst,"45.458,32",GVC_0036,2037-09-06 10:00,2037-09-07 15:00
4130,PRJ_008,2037-10-01,PVSyst,"49.094,98",GVC_0036,2037-10-06 10:00,2037-10-07 15:00
4131,PRJ_008,2037-11-01,PVSyst,"51.367,90",GVC_0036,2037-11-06 10:00,2037-11-07 15:00
4132,PRJ_008,2037-12-01,PVSyst,"55.913,73",GVC_0036,2037-12-06 10:00,2037-12-07 15:00
4133,PRJ_008,2038-01-01,PVSyst,"46.822,07",GVC_0036,2038-01-06 10:00,2038-01-07 15:00
4134,PRJ_008,2038-02-01,PVSyst,"44.549,15",GVC_0036,2038-02-06 10:00,2038-02-07 15:00
4135,PRJ_008,2038-03-01,PVSyst,"45.458,32",GVC_0036,2038-03-06 10:00,2038-03-07 15:00
4136,PRJ_008,2038-04-01,PVSyst,"41.821,65",GVC_0036,2038-04-06 10:00,2038-04-07 15:00
4137,PRJ_008,2038-05-01,PVSyst,"39.094,15",GVC_0036,2038-05-06 10:00,2038-05-07 15:00
4138,PRJ_008,2038-06-01,PVSyst,"36.184,82",GVC_0036,2038-06-06 10:00,2038-06-07 15:00
4139,PRJ_008,2038-07-01,PVSyst,"37.994,06",GVC_0036,2038-07-06 10:00,2038-07-07 15:00
4140,PRJ_008,2038-08-01,PVSyst,"42.064,85",GVC_0036,2038-08-06 10:00,2038-08-07 15:00
4141,PRJ_008,2038-09-01,PVSyst,"45.231,03",GVC_0036,2038-09-06 10:00,2038-09-07 15:00
4142,PRJ_008,2038-10-01,PVSyst,"48.849,51",GVC_0036,2038-10-06 10:00,2038-10-07 15:00
4143,PRJ_008,2038-11-01,PVSyst,"51.111,06",GVC_0036,2038-11-06 10:00,2038-11-07 15:00
4144,PRJ_008,2038-12-01,PVSyst,"55.634,16",GVC_0036,2038-12-06 10:00,2038-12-07 15:00
4145,PRJ_008,2039-01-01,PVSyst,"46.587,96",GVC_0036,2039-01-06 10:00,2039-01-07 15:00
4146,PRJ_008,2039-02-01,PVSyst,"44.326,40",GVC_0036,2039-02-06 10:00,2039-02-07 15:00
4147,PRJ_008,2039-03-01,PVSyst,"45.231,03",GVC_0036,2039-03-06 10:00,2039-03-07 15:00
4148,PRJ_008,2039-04-01,PVSyst,"41.612,54",GVC_0036,2039-04-06 10:00,2039-04-07 15:00
4149,PRJ_008,2039-05-01,PVSyst,"38.898,68",GVC_0036,2039-05-06 10:00,2039-05-07 15:00
4150,PRJ_008,2039-06-01,PVSyst,"36.003,90",GVC_0036,2039-06-06 10:00,2039-06-07 15:00
4151,PRJ_008,2039-07-01,PVSyst,"37.804,09",GVC_0036,2039-07-06 10:00,2039-07-07 15:00
4152,PRJ_008,2039-08-01,PVSyst,"41.854,53",GVC_0036,2039-08-06 10:00,2039-08-07 15:00
4153,PRJ_008,2039-09-01,PVSyst,"45.004,87",GVC_0036,2039-09-06 10:00,2039-09-07 15:00
4154,PRJ_008,2039-10-01,PVSyst,"48.605,26",GVC_0036,2039-10-06 10:00,2039-10-07 15:00
4155,PRJ_008,2039-11-01,PVSyst,"50.855,50",GVC_0036,2039-11-06 10:00,2039-11-07 15:00
4156,PRJ_008,2039-12-01,PVSyst,"55.355,99",GVC_0036,2039-12-06 10:00,2039-12-07 15:00
4157,PRJ_008,2040-01-01,PVSyst,"46.355,02",GVC_0036,2040-01-06 10:00,2040-01-07 15:00
4158,PRJ_008,2040-02-01,PVSyst,"44.104,77",GVC_0036,2040-02-06 10:00,2040-02-07 15:00
4159,PRJ_008,2040-03-01,PVSyst,"45.004,87",GVC_0036,2040-03-06 10:00,2040-03-07 15:00
4160,PRJ_008,2040-04-01,PVSyst,"41.404,48",GVC_0036,2040-04-06 10:00,2040-04-07 15:00
4161,PRJ_008,2040-05-01,PVSyst,"38.704,19",GVC_0036,2040-05-06 10:00,2040-05-07 15:00
4162,PRJ_008,2040-06-01,PVSyst,"35.823,88",GVC_0036,2040-06-06 10:00,2040-06-07 15:00
4163,PRJ_008,2040-07-01,PVSyst,"37.615,07",GVC_0036,2040-07-06 10:00,2040-07-07 15:00
4164,PRJ_008,2040-08-01,PVSyst,"41.645,26",GVC_0036,2040-08-06 10:00,2040-08-07 15:00
4165,PRJ_008,2040-09-01,PVSyst,"44.779,85",GVC_0036,2040-09-06 10:00,2040-09-07 15:00
4166,PRJ_008,2040-10-01,PVSyst,"48.362,23",GVC_0036,2040-10-06 10:00,2040-10-07 15:00
4167,PRJ_008,2040-11-01,PVSyst,"50.601,23",GVC_0036,2040-11-06 10:00,2040-11-07 15:00
4168,PRJ_008,2040-12-01,PVSyst,"55.079,21",GVC_0036,2040-12-06 10:00,2040-12-07 15:00
4169,PRJ_008,2041-01-01,PVSyst,"46.123,24",GVC_0036,2041-01-06 10:00,2041-01-07 15:00
4170,PRJ_008,2041-02-01,PVSyst,"43.884,25",GVC_0036,2041-02-06 10:00,2041-02-07 15:00
4171,PRJ_008,2041-03-01,PVSyst,"44.779,85",GVC_0036,2041-03-06 10:00,2041-03-07 15:00
4172,PRJ_008,2041-04-01,PVSyst,"41.197,46",GVC_0036,2041-04-06 10:00,2041-04-07 15:00
4173,PRJ_008,2041-05-01,PVSyst,"38.510,67",GVC_0036,2041-05-06 10:00,2041-05-07 15:00
4174,PRJ_008,2041-06-01,PVSyst,"35.644,76",GVC_0036,2041-06-06 10:00,2041-06-07 15:00
4175,PRJ_008,2041-07-01,PVSyst,"37.427,00",GVC_0036,2041-07-06 10:00,2041-07-07 15:00
4176,PRJ_008,2041-08-01,PVSyst,"41.437,03",GVC_0036,2041-08-06 10:00,2041-08-07 15:00
4177,PRJ_008,2041-09-01,PVSyst,"44.555,95",GVC_0036,2041-09-06 10:00,2041-09-07 15:00
4178,PRJ_008,2041-10-01,PVSyst,"48.120,42",GVC_0036,2041-10-06 10:00,2041-10-07 15:00
4179,PRJ_008,2041-11-01,PVSyst,"50.348,22",GVC_0036,2041-11-06 10:00,2041-11-07 15:00
4180,PRJ_008,2041-12-01,PVSyst,"54.803,81",GVC_0036,2041-12-06 10:00,2041-12-07 15:00
4181,PRJ_008,2042-01-01,PVSyst,"45.892,63",GVC_0036,2042-01-06 10:00,2042-01-07 15:00
4182,PRJ_008,2042-02-01,PVSyst,"43.664,83",GVC_0036,2042-02-06 10:00,2042-02-07 15:00
4183,PRJ_008,2042-03-01,PVSyst,"44.555,95",GVC_0036,2042-03-06 10:00,2042-03-07 15:00
4184,PRJ_008,2042-04-01,PVSyst,"40.991,47",GVC_0036,2042-04-06 10:00,2042-04-07 15:00
4185,PRJ_008,2042-05-01,PVSyst,"38.318,11",GVC_0036,2042-05-06 10:00,2042-05-07 15:00
4186,PRJ_008,2042-06-01,PVSyst,"35.466,53",GVC_0036,2042-06-06 10:00,2042-06-07 15:00
4187,PRJ_008,2042-07-01,PVSyst,"37.239,86",GVC_0036,2042-07-06 10:00,2042-07-07 15:00
4188,PRJ_008,2042-08-01,PVSyst,"41.229,85",GVC_0036,2042-08-06 10:00,2042-08-07 15:00
4189,PRJ_008,2042-09-01,PVSyst,"44.333,17",GVC_0036,2042-09-06 10:00,2042-09-07 15:00
4190,PRJ_008,2042-10-01,PVSyst,"47.879,82",GVC_0036,2042-10-06 10:00,2042-10-07 15:00
4191,PRJ_008,2042-11-01,PVSyst,"50.096,48",GVC_0036,2042-11-06 10:00,2042-11-07 15:00
4192,PRJ_008,2042-12-01,PVSyst,"54.529,80",GVC_0036,2042-12-06 10:00,2042-12-07 15:00
4193,PRJ_008,2043-01-01,PVSyst,"45.663,16",GVC_0036,2043-01-06 10:00,2043-01-07 15:00
4194,PRJ_008,2043-02-01,PVSyst,"43.446,50",GVC_0036,2043-02-06 10:00,2043-02-07 15:00
4195,PRJ_008,2043-03-01,PVSyst,"44.333,17",GVC_0036,2043-03-06 10:00,2043-03-07 15:00
4196,PRJ_008,2043-04-01,PVSyst,"40.786,51",GVC_0036,2043-04-06 10:00,2043-04-07 15:00
4197,PRJ_008,2043-05-01,PVSyst,"38.126,52",GVC_0036,2043-05-06 10:00,2043-05-07 15:00
4198,PRJ_008,2043-06-01,PVSyst,"35.289,20",GVC_0036,2043-06-06 10:00,2043-06-07 15:00
4199,PRJ_008,2043-07-01,PVSyst,"37.053,66",GVC_0036,2043-07-06 10:00,2043-07-07 15:00
4200,PRJ_008,2043-08-01,PVSyst,"41.023,70",GVC_0036,2043-08-06 10:00,2043-08-07 15:00
4201,PRJ_008,2043-09-01,PVSyst,"44.111,50",GVC_0036,2043-09-06 10:00,2043-09-07 15:00
4202,PRJ_008,2043-10-01,PVSyst,"47.640,42",GVC_0036,2043-10-06 10:00,2043-10-07 15:00
4203,PRJ_008,2043-11-01,PVSyst,"49.846,00",GVC_0036,2043-11-06 10:00,2043-11-07 15:00
4204,PRJ_008,2043-12-01,PVSyst,"54.257,15",GVC_0036,2043-12-06 10:00,2043-12-07 15:00
4205,PRJ_008,2044-01-01,PVSyst,"45.434,85",GVC_0036,2044-01-06 10:00,2044-01-07 15:00
4206,PRJ_008,2044-02-01,PVSyst,"43.229,27",GVC_0036,2044-02-06 10:00,2044-02-07 15:00
4207,PRJ_008,2044-03-01,PVSyst,"44.111,50",GVC_0036,2044-03-06 10:00,2044-03-07 15:00
4208,PRJ_008,2044-04-01,PVSyst,"40.582,58",GVC_0036,2044-04-06 10:00,2044-04-07 15:00
4209,PRJ_008,2044-05-01,PVSyst,"37.935,89",GVC_0036,2044-05-06 10:00,2044-05-07 15:00
4210,PRJ_008,2044-06-01,PVSyst,"35.112,75",GVC_0036,2044-06-06 10:00,2044-06-07 15:00
4211,PRJ_008,2044-07-01,PVSyst,"36.868,39",GVC_0036,2044-07-06 10:00,2044-07-07 15:00
4212,PRJ_008,2044-08-01,PVSyst,"40.818,58",GVC_0036,2044-08-06 10:00,2044-08-07 15:00
4213,PRJ_008,2044-09-01,PVSyst,"43.890,94",GVC_0036,2044-09-06 10:00,2044-09-07 15:00
4214,PRJ_008,2044-10-01,PVSyst,"47.402,22",GVC_0036,2044-10-06 10:00,2044-10-07 15:00
4215,PRJ_008,2044-11-01,PVSyst,"49.596,77",GVC_0036,2044-11-06 10:00,2044-11-07 15:00
4216,PRJ_008,2044-12-01,PVSyst,"53.985,86",GVC_0036,2044-12-06 10:00,2044-12-07 15:00
4217,PRJ_008,2045-01-01,PVSyst,"45.207,67",GVC_0036,2045-01-06 10:00,2045-01-07 15:00
4218,PRJ_008,2045-02-01,PVSyst,"43.013,12",GVC_0036,2045-02-06 10:00,2045-02-07 15:00
4219,PRJ_008,2045-03-01,PVSyst,"43.890,94",GVC_0036,2045-03-06 10:00,2045-03-07 15:00
4220,PRJ_008,2045-04-01,PVSyst,"40.379,67",GVC_0036,2045-04-06 10:00,2045-04-07 15:00
4221,PRJ_008,2045-05-01,PVSyst,"37.746,21",GVC_0036,2045-05-06 10:00,2045-05-07 15:00
4222,PRJ_008,2045-06-01,PVSyst,"34.937,19",GVC_0036,2045-06-06 10:00,2045-06-07 15:00
4223,PRJ_008,2045-07-01,PVSyst,"36.684,05",GVC_0036,2045-07-06 10:00,2045-07-07 15:00
4224,PRJ_008,2045-08-01,PVSyst,"40.614,48",GVC_0036,2045-08-06 10:00,2045-08-07 15:00
4225,PRJ_008,2045-09-01,PVSyst,"43.671,49",GVC_0036,2045-09-06 10:00,2045-09-07 15:00
4226,PRJ_008,2045-10-01,PVSyst,"47.165,21",GVC_0036,2045-10-06 10:00,2045-10-07 15:00
4227,PRJ_008,2045-11-01,PVSyst,"49.348,78",GVC_0036,2045-11-06 10:00,2045-11-07 15:00
4228,PRJ_008,2045-12-01,PVSyst,"53.715,93",GVC_0036,2045-12-06 10:00,2045-12-07 15:00
4229,PRJ_008,2046-01-01,PVSyst,"44.981,63",GVC_0036,2046-01-06 10:00,2046-01-07 15:00
4230,PRJ_008,2046-02-01,PVSyst,"42.798,06",GVC_0036,2046-02-06 10:00,2046-02-07 15:00
4231,PRJ_008,2046-03-01,PVSyst,"43.671,49",GVC_0036,2046-03-06 10:00,2046-03-07 15:00
4232,PRJ_008,2046-04-01,PVSyst,"40.177,77",GVC_0036,2046-04-06 10:00,2046-04-07 15:00
4233,PRJ_008,2046-05-01,PVSyst,"37.557,48",GVC_0036,2046-05-06 10:00,2046-05-07 15:00
4234,PRJ_008,2026-06-01,PVSyst,"36.831,09",GVC_0037,2026-06-06 10:00,2026-06-07 15:00
4235,PRJ_008,2026-07-01,PVSyst,"38.672,64",GVC_0037,2026-07-06 10:00,2026-07-07 15:00
4236,PRJ_008,2026-08-01,PVSyst,"42.816,14",GVC_0037,2026-08-06 10:00,2026-08-07 15:00
4237,PRJ_008,2026-09-01,PVSyst,"46.038,86",GVC_0037,2026-09-06 10:00,2026-09-07 15:00
4238,PRJ_008,2026-10-01,PVSyst,"49.721,97",GVC_0037,2026-10-06 10:00,2026-10-07 15:00
4239,PRJ_008,2026-11-01,PVSyst,"52.023,91",GVC_0037,2026-11-06 10:00,2026-11-07 15:00
4240,PRJ_008,2026-12-01,PVSyst,"56.627,80",GVC_0037,2026-12-06 10:00,2026-12-07 15:00
4241,PRJ_008,2027-01-01,PVSyst,"47.420,03",GVC_0037,2027-01-06 10:00,2027-01-07 15:00
4242,PRJ_008,2027-02-01,PVSyst,"45.118,08",GVC_0037,2027-02-06 10:00,2027-02-07 15:00
4243,PRJ_008,2027-03-01,PVSyst,"46.038,86",GVC_0037,2027-03-06 10:00,2027-03-07 15:00
4244,PRJ_008,2027-04-01,PVSyst,"42.355,75",GVC_0037,2027-04-06 10:00,2027-04-07 15:00
4245,PRJ_008,2027-05-01,PVSyst,"39.593,42",GVC_0037,2027-05-06 10:00,2027-05-07 15:00
4246,PRJ_008,2027-06-01,PVSyst,"36.646,93",GVC_0037,2027-06-06 10:00,2027-06-07 15:00
4247,PRJ_008,2027-07-01,PVSyst,"38.479,28",GVC_0037,2027-07-06 10:00,2027-07-07 15:00
4248,PRJ_008,2027-08-01,PVSyst,"42.602,06",GVC_0037,2027-08-06 10:00,2027-08-07 15:00
4249,PRJ_008,2027-09-01,PVSyst,"45.808,67",GVC_0037,2027-09-06 10:00,2027-09-07 15:00
4250,PRJ_008,2027-10-01,PVSyst,"49.473,36",GVC_0037,2027-10-06 10:00,2027-10-07 15:00
4251,PRJ_008,2027-11-01,PVSyst,"51.763,79",GVC_0037,2027-11-06 10:00,2027-11-07 15:00
4252,PRJ_008,2027-12-01,PVSyst,"56.344,66",GVC_0037,2027-12-06 10:00,2027-12-07 15:00
4253,PRJ_008,2028-01-01,PVSyst,"47.182,92",GVC_0037,2028-01-06 10:00,2028-01-07 15:00
4254,PRJ_008,2028-02-01,PVSyst,"44.892,49",GVC_0037,2028-02-06 10:00,2028-02-07 15:00
4255,PRJ_008,2028-03-01,PVSyst,"45.808,67",GVC_0037,2028-03-06 10:00,2028-03-07 15:00
4256,PRJ_008,2028-04-01,PVSyst,"42.143,97",GVC_0037,2028-04-06 10:00,2028-04-07 15:00
4257,PRJ_008,2028-05-01,PVSyst,"39.395,45",GVC_0037,2028-05-06 10:00,2028-05-07 15:00
4258,PRJ_008,2028-06-01,PVSyst,"36.463,70",GVC_0037,2028-06-06 10:00,2028-06-07 15:00
4259,PRJ_008,2028-07-01,PVSyst,"38.286,88",GVC_0037,2028-07-06 10:00,2028-07-07 15:00
4260,PRJ_008,2028-08-01,PVSyst,"42.389,05",GVC_0037,2028-08-06 10:00,2028-08-07 15:00
4261,PRJ_008,2028-09-01,PVSyst,"45.579,62",GVC_0037,2028-09-06 10:00,2028-09-07 15:00
4262,PRJ_008,2028-10-01,PVSyst,"49.225,99",GVC_0037,2028-10-06 10:00,2028-10-07 15:00
4263,PRJ_008,2028-11-01,PVSyst,"51.504,97",GVC_0037,2028-11-06 10:00,2028-11-07 15:00
4264,PRJ_008,2028-12-01,PVSyst,"56.062,93",GVC_0037,2028-12-06 10:00,2028-12-07 15:00
4265,PRJ_008,2029-01-01,PVSyst,"46.947,01",GVC_0037,2029-01-06 10:00,2029-01-07 15:00
4266,PRJ_008,2029-02-01,PVSyst,"44.668,03",GVC_0037,2029-02-06 10:00,2029-02-07 15:00
4267,PRJ_008,2029-03-01,PVSyst,"45.579,62",GVC_0037,2029-03-06 10:00,2029-03-07 15:00
4268,PRJ_008,2029-04-01,PVSyst,"41.933,25",GVC_0037,2029-04-06 10:00,2029-04-07 15:00
4269,PRJ_008,2029-05-01,PVSyst,"39.198,47",GVC_0037,2029-05-06 10:00,2029-05-07 15:00
4270,PRJ_008,2029-06-01,PVSyst,"36.281,38",GVC_0037,2029-06-06 10:00,2029-06-07 15:00
4271,PRJ_008,2029-07-01,PVSyst,"38.095,45",GVC_0037,2029-07-06 10:00,2029-07-07 15:00
4272,PRJ_008,2029-08-01,PVSyst,"42.177,10",GVC_0037,2029-08-06 10:00,2029-08-07 15:00
4273,PRJ_008,2029-09-01,PVSyst,"45.351,72",GVC_0037,2029-09-06 10:00,2029-09-07 15:00
4274,PRJ_008,2029-10-01,PVSyst,"48.979,86",GVC_0037,2029-10-06 10:00,2029-10-07 15:00
4275,PRJ_008,2029-11-01,PVSyst,"51.247,45",GVC_0037,2029-11-06 10:00,2029-11-07 15:00
4276,PRJ_008,2029-12-01,PVSyst,"55.782,62",GVC_0037,2029-12-06 10:00,2029-12-07 15:00
4277,PRJ_008,2030-01-01,PVSyst,"46.712,28",GVC_0037,2030-01-06 10:00,2030-01-07 15:00
4278,PRJ_008,2030-02-01,PVSyst,"44.444,69",GVC_0037,2030-02-06 10:00,2030-02-07 15:00
4279,PRJ_008,2030-03-01,PVSyst,"45.351,72",GVC_0037,2030-03-06 10:00,2030-03-07 15:00
4280,PRJ_008,2030-04-01,PVSyst,"41.723,59",GVC_0037,2030-04-06 10:00,2030-04-07 15:00
4281,PRJ_008,2030-05-01,PVSyst,"39.002,48",GVC_0037,2030-05-06 10:00,2030-05-07 15:00
4282,PRJ_008,2030-06-01,PVSyst,"36.099,97",GVC_0037,2030-06-06 10:00,2030-06-07 15:00
4283,PRJ_008,2030-07-01,PVSyst,"37.904,97",GVC_0037,2030-07-06 10:00,2030-07-07 15:00
4284,PRJ_008,2030-08-01,PVSyst,"41.966,22",GVC_0037,2030-08-06 10:00,2030-08-07 15:00
4285,PRJ_008,2030-09-01,PVSyst,"45.124,96",GVC_0037,2030-09-06 10:00,2030-09-07 15:00
4286,PRJ_008,2030-10-01,PVSyst,"48.734,96",GVC_0037,2030-10-06 10:00,2030-10-07 15:00
4287,PRJ_008,2030-11-01,PVSyst,"50.991,21",GVC_0037,2030-11-06 10:00,2030-11-07 15:00
4288,PRJ_008,2030-12-01,PVSyst,"55.503,71",GVC_0037,2030-12-06 10:00,2030-12-07 15:00
4289,PRJ_008,2031-01-01,PVSyst,"46.478,71",GVC_0037,2031-01-06 10:00,2031-01-07 15:00
4290,PRJ_008,2031-02-01,PVSyst,"44.222,47",GVC_0037,2031-02-06 10:00,2031-02-07 15:00
4291,PRJ_008,2031-03-01,PVSyst,"45.124,96",GVC_0037,2031-03-06 10:00,2031-03-07 15:00
4292,PRJ_008,2031-04-01,PVSyst,"41.514,97",GVC_0037,2031-04-06 10:00,2031-04-07 15:00
4293,PRJ_008,2031-05-01,PVSyst,"38.807,47",GVC_0037,2031-05-06 10:00,2031-05-07 15:00
4294,PRJ_008,2031-06-01,PVSyst,"35.919,47",GVC_0037,2031-06-06 10:00,2031-06-07 15:00
4295,PRJ_008,2031-07-01,PVSyst,"37.715,45",GVC_0037,2031-07-06 10:00,2031-07-07 15:00
4296,PRJ_008,2031-08-01,PVSyst,"41.756,39",GVC_0037,2031-08-06 10:00,2031-08-07 15:00
4297,PRJ_008,2031-09-01,PVSyst,"44.899,34",GVC_0037,2031-09-06 10:00,2031-09-07 15:00
4298,PRJ_008,2031-10-01,PVSyst,"48.491,29",GVC_0037,2031-10-06 10:00,2031-10-07 15:00
4299,PRJ_008,2031-11-01,PVSyst,"50.736,25",GVC_0037,2031-11-06 10:00,2031-11-07 15:00
4300,PRJ_008,2031-12-01,PVSyst,"55.226,19",GVC_0037,2031-12-06 10:00,2031-12-07 15:00
4301,PRJ_008,2032-01-01,PVSyst,"46.246,32",GVC_0037,2032-01-06 10:00,2032-01-07 15:00
4302,PRJ_008,2032-02-01,PVSyst,"44.001,35",GVC_0037,2032-02-06 10:00,2032-02-07 15:00
4303,PRJ_008,2032-03-01,PVSyst,"44.899,34",GVC_0037,2032-03-06 10:00,2032-03-07 15:00
4304,PRJ_008,2032-04-01,PVSyst,"41.307,39",GVC_0037,2032-04-06 10:00,2032-04-07 15:00
4305,PRJ_008,2032-05-01,PVSyst,"38.613,43",GVC_0037,2032-05-06 10:00,2032-05-07 15:00
4306,PRJ_008,2032-06-01,PVSyst,"35.739,87",GVC_0037,2032-06-06 10:00,2032-06-07 15:00
4307,PRJ_008,2032-07-01,PVSyst,"37.526,87",GVC_0037,2032-07-06 10:00,2032-07-07 15:00
4308,PRJ_008,2032-08-01,PVSyst,"41.547,60",GVC_0037,2032-08-06 10:00,2032-08-07 15:00
4309,PRJ_008,2032-09-01,PVSyst,"44.674,84",GVC_0037,2032-09-06 10:00,2032-09-07 15:00
4310,PRJ_008,2032-10-01,PVSyst,"48.248,83",GVC_0037,2032-10-06 10:00,2032-10-07 15:00
4311,PRJ_008,2032-11-01,PVSyst,"50.482,57",GVC_0037,2032-11-06 10:00,2032-11-07 15:00
4312,PRJ_008,2032-12-01,PVSyst,"54.950,06",GVC_0037,2032-12-06 10:00,2032-12-07 15:00
4313,PRJ_008,2033-01-01,PVSyst,"46.015,09",GVC_0037,2033-01-06 10:00,2033-01-07 15:00
4314,PRJ_008,2033-02-01,PVSyst,"43.781,35",GVC_0037,2033-02-06 10:00,2033-02-07 15:00
4315,PRJ_008,2033-03-01,PVSyst,"44.674,84",GVC_0037,2033-03-06 10:00,2033-03-07 15:00
4316,PRJ_008,2033-04-01,PVSyst,"41.100,86",GVC_0037,2033-04-06 10:00,2033-04-07 15:00
4317,PRJ_008,2033-05-01,PVSyst,"38.420,37",GVC_0037,2033-05-06 10:00,2033-05-07 15:00
4318,PRJ_008,2033-06-01,PVSyst,"35.561,18",GVC_0037,2033-06-06 10:00,2033-06-07 15:00
4319,PRJ_008,2033-07-01,PVSyst,"37.339,23",GVC_0037,2033-07-06 10:00,2033-07-07 15:00
4320,PRJ_008,2033-08-01,PVSyst,"41.339,87",GVC_0037,2033-08-06 10:00,2033-08-07 15:00
4321,PRJ_008,2033-09-01,PVSyst,"44.451,47",GVC_0037,2033-09-06 10:00,2033-09-07 15:00
4322,PRJ_008,2033-10-01,PVSyst,"48.007,59",GVC_0037,2033-10-06 10:00,2033-10-07 15:00
4323,PRJ_008,2033-11-01,PVSyst,"50.230,16",GVC_0037,2033-11-06 10:00,2033-11-07 15:00
4324,PRJ_008,2033-12-01,PVSyst,"54.675,31",GVC_0037,2033-12-06 10:00,2033-12-07 15:00
4325,PRJ_008,2034-01-01,PVSyst,"45.785,01",GVC_0037,2034-01-06 10:00,2034-01-07 15:00
4326,PRJ_008,2034-02-01,PVSyst,"43.562,44",GVC_0037,2034-02-06 10:00,2034-02-07 15:00
4327,PRJ_008,2034-03-01,PVSyst,"44.451,47",GVC_0037,2034-03-06 10:00,2034-03-07 15:00
4328,PRJ_008,2034-04-01,PVSyst,"40.895,35",GVC_0037,2034-04-06 10:00,2034-04-07 15:00
4329,PRJ_008,2034-05-01,PVSyst,"38.228,26",GVC_0037,2034-05-06 10:00,2034-05-07 15:00
4330,PRJ_008,2034-06-01,PVSyst,"35.383,37",GVC_0037,2034-06-06 10:00,2034-06-07 15:00
4331,PRJ_008,2034-07-01,PVSyst,"37.152,54",GVC_0037,2034-07-06 10:00,2034-07-07 15:00
4332,PRJ_008,2034-08-01,PVSyst,"41.133,17",GVC_0037,2034-08-06 10:00,2034-08-07 15:00
4333,PRJ_008,2034-09-01,PVSyst,"44.229,21",GVC_0037,2034-09-06 10:00,2034-09-07 15:00
4334,PRJ_008,2034-10-01,PVSyst,"47.767,55",GVC_0037,2034-10-06 10:00,2034-10-07 15:00
4335,PRJ_008,2034-11-01,PVSyst,"49.979,01",GVC_0037,2034-11-06 10:00,2034-11-07 15:00
4336,PRJ_008,2034-12-01,PVSyst,"54.401,93",GVC_0037,2034-12-06 10:00,2034-12-07 15:00
4337,PRJ_008,2035-01-01,PVSyst,"45.556,09",GVC_0037,2035-01-06 10:00,2035-01-07 15:00
4338,PRJ_008,2035-02-01,PVSyst,"43.344,63",GVC_0037,2035-02-06 10:00,2035-02-07 15:00
4339,PRJ_008,2035-03-01,PVSyst,"44.229,21",GVC_0037,2035-03-06 10:00,2035-03-07 15:00
4340,PRJ_008,2035-04-01,PVSyst,"40.690,87",GVC_0037,2035-04-06 10:00,2035-04-07 15:00
4341,PRJ_008,2035-05-01,PVSyst,"38.037,12",GVC_0037,2035-05-06 10:00,2035-05-07 15:00
4342,PRJ_008,2035-06-01,PVSyst,"35.206,45",GVC_0037,2035-06-06 10:00,2035-06-07 15:00
4343,PRJ_008,2035-07-01,PVSyst,"36.966,78",GVC_0037,2035-07-06 10:00,2035-07-07 15:00
4344,PRJ_008,2035-08-01,PVSyst,"40.927,50",GVC_0037,2035-08-06 10:00,2035-08-07 15:00
4345,PRJ_008,2035-09-01,PVSyst,"44.008,07",GVC_0037,2035-09-06 10:00,2035-09-07 15:00
4346,PRJ_008,2035-10-01,PVSyst,"47.528,71",GVC_0037,2035-10-06 10:00,2035-10-07 15:00
4347,PRJ_008,2035-11-01,PVSyst,"49.729,11",GVC_0037,2035-11-06 10:00,2035-11-07 15:00
4348,PRJ_008,2035-12-01,PVSyst,"54.129,92",GVC_0037,2035-12-06 10:00,2035-12-07 15:00
4349,PRJ_008,2036-01-01,PVSyst,"45.328,31",GVC_0037,2036-01-06 10:00,2036-01-07 15:00
